SK_ID_CURR,TARGET
100001,0.24947024249654567
100005,0.4167686526398896
100013,0.2200339828281825
100028,0.2900223676365748
100038,0.5610052540153199
100042,0.24718880896287787
100057,0.2630528796993112
100065,0.30701358138245793
100066,0.17570296751683742
100067,0.5249855078292354
100074,0.3677797321867617
100090,0.2710222241516283
100091,0.42519058029599643
100092,0.41736723670074904
100106,0.42617177087240116
100107,0.4970135426755434
100109,0.2638537400228569
100117,0.23490106793406992
100128,0.6058199111826429
100141,0.3079034331838926
100150,0.20226962087387151
100168,0.1440605145816515
100169,0.28854097637969117
100170,0.35508331665505827
100171,0.3272272905005453
100172,0.4000607022259277
100184,0.4345186681725487
100187,0.4331374370977808
100212,0.41772179987044794
100222,0.4313928929659794
100223,0.23909837605442782
100232,0.2550099724868982
100241,0.6553917191696018
100245,0.22280271113190872
100253,0.2877551921423951
100256,0.5217820141383197
100271,0.16405887450333992
100278,0.5807364789100987
100280,0.17984610229608497
100306,0.549661864038547
100311,0.5251758868300601
100312,0.25152702975642793
100330,0.4733472602420185
100331,0.3731124584728645
100352,0.30518141555210726
100358,0.41872303969406016
100367,0.37272209525841954
100382,0.6750820140727837
100384,0.5460505644516634
100385,0.42942543390599286
100386,0.3274747575065954
100399,0.18597005773516354
100404,0.5781494840703367
100416,0.3201889167168073
100422,0.39894517062794577
100426,0.23563871954676616
100438,0.2926789063332724
100444,0.5916965251481685
100445,0.47966685452421937
100446,0.5749013712722677
100447,0.2621191724561504
100450,0.31074819015330646
100466,0.1791687057260624
100483,0.33470886567933145
100484,0.16150357904043988
100494,0.48918258829609884
100510,0.4331313868006708
100512,0.37318164914888036
100517,0.22080499020800923
100548,0.38018482122893726
100551,0.24867488350834302
100552,0.5117621929463697
100553,0.22696008789236496
100561,0.5008747951979666
100568,0.7177702710150732
100569,0.40125095628341556
100591,0.4047402515822198
100592,0.3178141198272489
100602,0.44289451326478974
100607,0.34492294750376684
100613,0.37229520083996226
100617,0.47903514856472035
100618,0.28020638639057993
100622,0.3805899732500997
100625,0.3882470870216522
100677,0.5714901009893559
100699,0.3472170353394909
100702,0.7581324394587916
100711,0.4615970940699081
100729,0.4114416407930143
100740,0.621126990069786
100744,0.6139169633408312
100745,0.4232669013644001
100747,0.5887717246802623
100751,0.5996035896660115
100752,0.3467442711517963
100753,0.65840942612929
100754,0.5793832161724352
100760,0.37082268529187334
100762,0.47993491844494535
100763,0.3783107511148646
100765,0.28625636916393776
100770,0.4825117494286001
100772,0.1796543528097456
100777,0.40607058099012056
100791,0.3257544887646844
100792,0.20611809642771498
100797,0.22187831408309538
100823,0.2057682430879241
100826,0.24420997610837977
100830,0.2473409379181984
100836,0.662980321618205
100872,0.22375586352611557
100910,0.3708649418247841
100913,0.4815253442304489
100918,0.5907629112075282
100931,0.17739193467666894
100952,0.2985302446076315
100953,0.2903251790125246
100965,0.5735182135514031
100970,0.3312398240822916
100982,0.46813502771672727
100983,0.6263709900876262
100984,0.33069443442871954
100987,0.3435878371466825
100997,0.35980074435318055
100998,0.5450462920933901
101002,0.274137070387907
101005,0.6644767901774229
101008,0.6502332713064995
101020,0.5229883367916862
101021,0.34666350528603046
101024,0.4585465394680719
101025,0.4648798396703304
101026,0.2807479923383993
101031,0.22765092904415138
101041,0.25082497484887645
101051,0.19139697499462643
101055,0.4688130585671121
101056,0.7328416461127901
101057,0.45494751829531066
101064,0.3147747829840385
101079,0.5533309797418509
101087,0.3413603993251772
101090,0.24061415339075243
101092,0.5065882939972518
101097,0.5479486080810642
101099,0.21066931464150768
101107,0.39919278723602997
101118,0.5192414624984549
101125,0.4924531487892451
101126,0.23423653649367018
101128,0.23715844162387356
101136,0.6430398543422834
101140,0.6076229813280288
101149,0.6945162250271146
101160,0.4415925494911015
101169,0.6474250124009371
101181,0.3049969597639663
101186,0.3429581041564668
101190,0.49736887037706096
101193,0.3562564486932549
101194,0.4620077602714956
101198,0.5744868224469466
101200,0.24589478738590578
101204,0.21551347012762911
101211,0.31738103819768126
101213,0.5614134111781581
101223,0.49566665150185796
101225,0.5002501803140155
101237,0.4342791188728053
101243,0.49778528318300774
101244,0.5313549368135358
101258,0.2709096297520971
101259,0.6081531935841206
101268,0.4841316896884308
101269,0.22277349634906374
101271,0.5835161880132363
101279,0.3613249549196542
101281,0.642420133936455
101287,0.39270429074850677
101292,0.3666801060984619
101294,0.2912501122475482
101296,0.4200662993109457
101297,0.30648456305468125
101299,0.4559509110322668
101301,0.23942377068527798
101305,0.35131759746354724
101308,0.38304400444176545
101318,0.2087851354210983
101327,0.7105001323078917
101329,0.23412726741126824
101332,0.38474091687467066
101337,0.46471840942796605
101343,0.24686781973876695
