SK_ID_CURR,TARGET
100001,0.6242518983660925
100005,0.3715397802712
100013,0.8716156579931871
100028,0.8389866532180137
100038,0.2645083504980362
100042,0.7656494757632756
100057,0.932798418078251
100065,0.6888379783659201
100066,0.8390653619165992
100067,0.5975025357852358
100074,0.6950347794234115
100090,0.8292460672534905
100091,0.3266949967364485
100092,0.5435840064329529
100106,0.738455941466242
100107,0.3489226856633193
100109,0.6579286263177111
100117,0.8401276749710782
100128,0.4207385644751198
100141,0.6795692175218264
100150,0.8162636572597594
100168,0.9291458706284574
100169,0.7920852940593432
100170,0.34668170260351083
100171,0.6459298359230656
100172,0.4574998812658045
100184,0.5483263946428661
100187,0.4872099504486973
100212,0.7372768078065393
100222,0.7239060390396648
100223,0.7301463699586077
100232,0.8389526281642093
100241,0.3544684767293893
100245,0.8577941606431769
100253,0.8585585898840463
100256,0.6431344003000901
100271,0.9582834993658764
100278,0.1971455421691004
100280,0.9482375217965155
100306,0.2902525039435491
100311,0.4866073861045621
100312,0.9511493890599276
100330,0.3968206578580776
100331,0.713579836691218
100352,0.4028693709676424
100358,0.5440412651303894
100367,0.8463843744570124
100382,0.4573759822891015
100384,0.2625392480425945
100385,0.6701192584105367
100386,0.5596572290937101
100399,0.7547451548548569
100404,0.7153809713793864
100416,0.9165013042769804
100422,0.8864904030348038
100426,0.7669990075990729
100438,0.7097026034631984
100444,0.4839020460900777
100445,0.3562075908082249
100446,0.4738029605279391
100447,0.7685635112729605
100450,0.4204105421576896
100466,0.870979663440365
100483,0.7539887477425417
100484,0.7779277850517542
100494,0.7322669924506067
100510,0.561222538064015
100512,0.8989323871023642
100517,0.8085524455860257
100548,0.7541960453890048
100551,0.6180859098824905
100552,0.6481478120099868
100553,0.9200666442667452
100561,0.5676151423633151
100568,0.19975184433012028
100569,0.7978674366169438
100591,0.3786078043587793
100592,0.7521549171457602
100602,0.7052375127676205
100607,0.6032157256918151
100613,0.6120181659267809
100617,0.3946483794767676
100618,0.5447114859506663
100622,0.7680677877054783
100625,0.4770778584843667
100677,0.519823778509347
100699,0.7956733305088279
100702,0.13473922347923994
100711,0.7180616009556771
100729,0.4243713690324081
100740,0.2507201165774603
100744,0.3815204706524575
100745,0.7499434069074125
100747,0.5395870859996461
100751,0.1144476314535372
100752,0.7516522917485845
100753,0.24257218982095816
100754,0.30498721162092224
100760,0.7608677185079001
100762,0.471647455230768
100763,0.7496202220679686
100765,0.9110212952013526
100770,0.4753822311952487
100772,0.8185978695736686
100777,0.7228680012324116
100791,0.8830674438048367
100792,0.9266569211141208
100797,0.8576450935377591
100823,0.7829632801821337
100826,0.8014756033860336
100830,0.7072390016839295
100836,0.31490123391071645
100872,0.6177005401467399
100910,0.8345114586686087
100913,0.7077222050281176
100918,0.9058504658297528
100931,0.9230484759836558
100952,0.8130830578479775
100953,0.9149406997025308
100965,0.24425648413835704
100970,0.7656103911665251
100982,0.2898819238742679
100983,0.10145213561346332
100984,0.7464555482864451
100987,0.8302779717667039
100997,0.4925024113725297
100998,0.2295061544022872
101002,0.8236721025130812
101005,0.4064672345944725
101008,0.15810413426201064
101020,0.6560393108515618
101021,0.6212737653271179
101024,0.7230045102158353
101025,0.3119871656464349
101026,0.7991802999639827
101031,0.9489174760692796
101041,0.8089046276650107
101051,0.9553798650075144
101055,0.6076457063637715
101056,0.27344030781895323
101057,0.7864191036847296
101064,0.8225786819048343
101079,0.5900319350630157
101087,0.8944259614035364
101090,0.8152436436689685
101092,0.4114365934372629
101097,0.3835039000883744
101099,0.8134521024221529
101107,0.5940056753795393
101118,0.7339511038801052
101125,0.2788985043831711
101126,0.8741141556379777
101128,0.9388914183844524
101136,0.6734427480437583
101140,0.3246710846012881
101149,0.4460289171923404
101160,0.3181416875592085
101169,0.6318445889557522
101181,0.6740977012483567
101186,0.8176312622218237
101190,0.7582352130356487
101193,0.5109490503443145
101194,0.3247331994372751
101198,0.419886506216141
101200,0.9054716061690036
101204,0.8858717923560699
101211,0.585332122313933
101213,0.6072102615908339
101223,0.7983590223460661
101225,0.3156475980560691
101237,0.6828616681634292
101243,0.39970735687024106
101244,0.4071252173841482
101258,0.8560370528964071
101259,0.3096138794639153
101268,0.23130644169317904
101269,0.6875773907472701
101271,0.8412999259844636
101279,0.7919290540655873
101281,0.2656856364434501
101287,0.7673120139330071
101292,0.7259234193444043
101294,0.8099160391396367
101296,0.5118818556717191
101297,0.8563790686891409
101299,0.8582884234133065
101301,0.715577855493098
101305,0.6632633537203352
101308,0.21459780570627207
101318,0.9381627624094184
101327,0.2392255786331749
101329,0.9378557527962308
101332,0.6274536543537158
101337,0.708821254923985
101343,0.8148796741819336
101345,0.8156917380494351
101346,0.9076212216027854
101353,0.9088472044134088
101354,0.28637479353030193
101355,0.3467813899275464
101356,0.8016218148039256
101362,0.6114074547918906
101363,0.10520112527698144
101365,0.8796413914332469
101366,0.5094218655000851
101367,0.191289334059767
101368,0.9230273326967621
101374,0.3566613858830514
101380,0.8283680602691174
101383,0.8411641142651771
101398,0.8537376135790364
101399,0.1944619982064334
101401,0.2941086795196298
101412,0.3918155380154357
101426,0.7410435380243421
101427,0.10325445621571716
101428,0.3590732307323228
101429,0.4558775557521131
101434,0.826841730291325
101440,0.2652033895099215
101448,0.4722919260648519
101449,0.7376659388691633
101465,0.6450286588896317
101467,0.8486470141716418
101472,0.6397136567031352
101478,0.38556620640566097
101497,0.6188726240835749
101504,0.8006934015473349
101547,0.8937063639120358
101548,0.4971696251929872
101555,0.645991379137727
101570,0.9130071988488906
101572,0.6353075900462997
101578,0.7134903418090786
101580,0.35406639551477226
101588,0.4570743625976152
101602,0.726289744515004
101610,0.4443950146079282
101614,0.7738655229177829
101616,0.7669063132445662
101643,0.4110200548806863
101644,0.7184304863810371
101649,0.8136346902713933
101650,0.5517747361075591
101665,0.9109207159633962
101667,0.5009839003405989
101669,0.43699570546615496
101674,0.5637508819417218
101675,0.9628158024878672
101678,0.4574529371727674
101682,0.8321674102773764
101686,0.825759900875143
101697,0.21241218766859332
101700,0.07230142029733133
101711,0.8100653364353382
101714,0.8009963981505343
101715,0.14198326161554775
101728,0.8400164337977869
101732,0.6174783961540501
101757,0.5665227492123508
101758,0.7449353911973385
101759,0.5767940331245285
101762,0.9103128956641372
101764,0.5869972963721799
101780,0.19772181161143432
101784,0.9361261406354942
101789,0.8919322507984525
101816,0.6478699805120224
101819,0.7367233030923862
101827,0.9270264817383579
101863,0.6824436737919188
101867,0.7481598666296296
101870,0.9001380196562891
101873,0.2300468930374117
101878,0.4530425994673585
101879,0.6795207143136509
101880,0.8726538412855244
101887,0.7211079018660574
101897,0.8876501862492222
101901,0.4471578932754541
101903,0.3168050439534339
101920,0.9157056788525064
101921,0.856000302601272
101922,0.4624806250931909
101961,0.5799544252519977
101962,0.9538738268206284
101971,0.8469364193896538
101976,0.16131502959107558
102002,0.35912342876846104
102005,0.7946857532743945
102007,0.3017320173644633
102017,0.8394774218805512
102019,0.42522751083869736
102029,0.8497393434119581
102051,0.3373277284963001
102052,0.9493792190121536
102054,0.8824134115748324
102062,0.729821203352877
102067,0.5360379534943066
102068,0.30081956466621673
102070,0.5533702321294075
102090,0.5980586070566348
102092,0.7488220726498529
102099,0.6416195068630391
102100,0.7923436362625008
102112,0.3046272875760028
102113,0.7823349404883926
102122,0.2974648114058245
102123,0.6550435221266724
102125,0.8788485562366072
102126,0.20820796334781355
102146,0.8753011708755809
102147,0.6410990056031409
102151,0.6278626254483325
102158,0.3438218819897979
102159,0.8182762862065552
102162,0.6229147796716459
102165,0.7735479244518357
102166,0.8198476722842433
102174,0.9371690045619104
102193,0.28781502058807673
102198,0.7865058090332615
102205,0.3888021155727962
102206,0.9458575719772588
102218,0.7980219791370732
102221,0.7837991356337266
